Device ID,events,Harsh Acceleration event,Harsh Branking event,Over Speed event,Usage Anual Range
867162026051532,494,172,322,0,25 a +40k
867162027537653,322,173,149,0,25 a +40k
867162025731654,379,173,206,0,25 a +40k
867162025756966,317,174,143,0,25 a +40k
867162027182286,389,174,215,0,25 a +40k
867162026834481,268,175,93,0,25 a +40k
867162025682469,307,175,132,0,25 a +40k
867162025633587,256,176,80,0,25 a +40k
867162025679366,277,176,101,0,25 a +40k
867162027379577,345,176,169,0,25 a +40k
867162027188184,485,176,309,0,25 a +40k
867162026069252,261,177,84,0,25 a +40k
867162025630583,325,178,147,0,25 a +40k
867162027202647,300,179,121,0,25 a +40k
867162026081109,350,179,171,0,25 a +40k
867162025657057,431,179,252,0,25 a +40k
867162027204783,632,179,453,0,25 a +40k
867162026929877,386,180,206,0,25 a +40k
867162027465434,344,181,163,0,25 a +40k
867162027461961,405,181,224,0,25 a +40k
867162026026740,226,182,44,0,25 a +40k
867162026062323,271,182,89,0,25 a +40k
867162027447606,328,182,146,0,25 a +40k
867162027175900,400,182,218,0,25 a +40k
867162027527050,246,183,63,0,25 a +40k
867162026067348,311,183,128,0,25 a +40k
867162027180777,498,183,315,0,25 a +40k
867162027526466,395,184,211,0,25 a +40k
867162025621293,231,185,46,0,25 a +40k
867162025614207,409,186,223,0,25 a +40k
867162027186907,322,187,135,0,25 a +40k
867162025630609,256,189,67,0,25 a +40k
867162026017798,284,189,95,0,25 a +40k
867162027442201,312,189,123,0,25 a +40k
867162027166016,313,189,124,0,25 a +40k
867162026066985,330,189,141,0,25 a +40k
867162027177690,246,191,55,0,25 a +40k
867162025678756,431,191,240,0,25 a +40k
867162025617317,228,192,36,0,25 a +40k
867162026038216,278,192,86,0,25 a +40k
867162027454107,294,192,102,0,25 a +40k
867162025596685,402,192,210,0,25 a +40k
867162027430560,416,192,224,0,25 a +40k
867162025657453,274,193,81,0,25 a +40k
867162026022848,317,193,124,0,25 a +40k
867162027537075,358,193,165,0,25 a +40k
867162025616475,251,194,57,0,25 a +40k
867162027182963,456,195,261,0,25 a +40k
867162027207471,392,196,196,0,25 a +40k
867162025636499,263,198,65,0,25 a +40k
867162027451988,378,198,180,0,25 a +40k
867162025745423,313,200,113,0,25 a +40k
867162027192665,353,200,153,0,25 a +40k
867162025711540,496,200,296,0,25 a +40k
867162027430461,290,201,89,0,25 a +40k
867162026057810,311,201,110,0,25 a +40k
867162025753716,478,202,276,0,25 a +40k
867162025595547,495,202,293,0,25 a +40k
867162027451103,561,202,359,0,25 a +40k
867162025620725,256,204,52,0,25 a +40k
867162025710047,351,204,147,0,25 a +40k
867162026011494,421,204,217,0,25 a +40k
867162025615121,492,204,288,0,25 a +40k
867162027451392,550,204,346,0,25 a +40k
867162027456425,258,206,52,0,25 a +40k
867162025603879,311,206,105,0,25 a +40k
867162025608209,303,207,96,0,25 a +40k
867162025633645,465,208,257,0,25 a +40k
867162027474873,495,208,287,0,25 a +40k
867162027454586,280,210,70,0,25 a +40k
867162026911586,331,211,120,0,25 a +40k
867162027191022,397,211,186,0,25 a +40k
867162026033480,485,211,274,0,25 a +40k
867162025756107,280,212,68,0,25 a +40k
867162026073460,527,212,315,0,25 a +40k
867162027183821,397,213,184,0,25 a +40k
867162025732744,404,213,191,0,25 a +40k
867162025737396,469,214,255,0,25 a +40k
867162027425891,389,215,174,0,25 a +40k
867162026053397,310,216,94,0,25 a +40k
867162025697350,385,216,169,0,25 a +40k
867162027438472,518,216,302,0,25 a +40k
867162027454610,307,217,90,0,25 a +40k
867162025751645,493,217,276,0,25 a +40k
867162025715541,319,218,101,0,25 a +40k
867162027188143,439,219,220,0,25 a +40k
867162027459759,456,219,237,0,25 a +40k
867162025604372,479,219,260,0,25 a +40k
867162027447788,329,220,109,0,25 a +40k
867162025634296,381,220,161,0,25 a +40k
867162025754508,392,220,172,0,25 a +40k
867162025704875,433,220,213,0,25 a +40k
867162027163898,435,221,214,0,25 a +40k
867162026004556,371,222,149,0,25 a +40k
867162025631664,370,223,147,0,25 a +40k
867162025741653,456,224,232,0,25 a +40k
867162025598343,290,228,62,0,25 a +40k
867162025741687,394,229,165,0,25 a +40k
867162026013078,340,231,109,0,25 a +40k
867162027194166,309,232,77,0,25 a +40k
867162025677204,403,232,171,0,25 a +40k
867162026900431,438,232,206,0,25 a +40k
867162027456227,369,233,136,0,25 a +40k
867162025632589,388,233,155,0,25 a +40k
867162025625427,400,233,167,0,25 a +40k
867162025602749,418,233,185,0,25 a +40k
867162027182625,347,234,113,0,25 a +40k
867162027191220,392,234,158,0,25 a +40k
867162027173194,403,235,168,0,25 a +40k
867162025590993,406,235,171,0,25 a +40k
867162026040758,372,237,135,0,25 a +40k
867162026045245,353,239,114,0,25 a +40k
867162027443837,365,239,126,0,25 a +40k
867162025654641,362,240,122,0,25 a +40k
867162027203348,428,240,188,0,25 a +40k
867162027451939,428,243,185,0,25 a +40k
867162026910133,395,246,149,0,25 a +40k
867162027462779,356,254,102,0,25 a +40k
867162027445279,340,255,85,0,25 a +40k
867162027211259,349,263,86,0,25 a +40k
867162027510361,17,3,13,1,25 a +40k
867162027497064,8,4,3,1,25 a +40k
867162027516780,7,5,1,1,25 a +40k
867162027453836,13,6,6,1,25 a +40k
867162027510825,13,8,4,1,25 a +40k
867162027476910,19,15,3,1,25 a +40k
867162027175918,99,15,83,1,25 a +40k
867162026066068,51,18,32,1,25 a +40k
867162025692351,53,19,33,1,25 a +40k
867162027468107,51,20,30,1,25 a +40k
867162027505601,81,21,59,1,25 a +40k
867162027465236,33,23,9,1,25 a +40k
867162027522903,38,24,13,1,25 a +40k
867162027200625,67,27,39,1,25 a +40k
867162026077628,68,28,39,1,25 a +40k
867162027507862,52,29,22,1,25 a +40k
867162026029280,58,30,27,1,25 a +40k
867162027205822,48,36,11,1,25 a +40k
867162027437292,58,36,21,1,25 a +40k
867162027441484,245,37,207,1,25 a +40k
867162027192749,58,38,19,1,25 a +40k
867162027539717,68,38,29,1,25 a +40k
867162025735697,322,39,282,1,25 a +40k
867162026069146,58,40,17,1,25 a +40k
867162027535079,63,41,21,1,25 a +40k
867162025695412,112,41,70,1,25 a +40k
867162027524230,51,45,5,1,25 a +40k
867162027436633,76,45,30,1,25 a +40k
867162027444454,89,45,43,1,25 a +40k
867162025629254,71,47,23,1,25 a +40k
867162027174150,101,48,52,1,25 a +40k
867162025706839,115,49,65,1,25 a +40k
867162027465541,94,50,43,1,25 a +40k
867162027468610,133,50,82,1,25 a +40k
867162025683632,283,50,232,1,25 a +40k
867162025727199,77,52,24,1,25 a +40k
867162027505924,86,54,31,1,25 a +40k
867162026019174,94,55,38,1,25 a +40k
867162027438241,148,55,92,1,25 a +40k
867162027531102,127,56,70,1,25 a +40k
867162025607094,173,57,115,1,25 a +40k
867162027441559,232,57,174,1,25 a +40k
867162025710500,190,58,131,1,25 a +40k
867162027503747,134,61,72,1,25 a +40k
867162027459445,83,62,20,1,25 a +40k
867162025635137,83,62,20,1,25 a +40k
867162027378959,149,62,86,1,25 a +40k
867162026021162,119,63,55,1,25 a +40k
867162025733239,121,64,56,1,25 a +40k
867162027453562,111,66,44,1,25 a +40k
867162027183169,121,66,54,1,25 a +40k
867162025620436,123,66,56,1,25 a +40k
867162027536234,146,69,76,1,25 a +40k
867162027515154,91,71,19,1,25 a +40k
867162027457720,420,71,348,1,25 a +40k
867162027497098,110,72,37,1,25 a +40k
867162025732488,128,72,55,1,25 a +40k
867162027461821,151,73,77,1,25 a +40k
867162026886689,108,74,33,1,25 a +40k
867162025662701,164,75,88,1,25 a +40k
867162026008391,174,76,97,1,25 a +40k
867162025720806,155,77,77,1,25 a +40k
867162027478932,135,78,56,1,25 a +40k
867162025698275,147,78,68,1,25 a +40k
867162027532654,203,79,123,1,25 a +40k
867162027441328,106,80,25,1,25 a +40k
867162027455492,127,82,44,1,25 a +40k
867162026081547,182,84,97,1,25 a +40k
867162027453687,161,85,75,1,25 a +40k
867162026024893,332,85,246,1,25 a +40k
867162027439470,135,87,47,1,25 a +40k
867162026072744,160,87,72,1,25 a +40k
867162026061283,173,87,85,1,25 a +40k
867162027429729,221,87,133,1,25 a +40k
867162027454461,173,88,84,1,25 a +40k
867162027502707,131,89,41,1,25 a +40k
867162027484070,135,91,43,1,25 a +40k
867162027493907,331,91,239,1,25 a +40k
867162027503846,185,92,92,1,25 a +40k
867162027469113,132,98,33,1,25 a +40k
867162027471671,226,98,127,1,25 a +40k
867162027504984,179,99,79,1,25 a +40k
867162027426436,469,99,369,1,25 a +40k
867162027523265,179,102,76,1,25 a +40k
867162025614165,185,104,80,1,25 a +40k
867162027456706,202,107,94,1,25 a +40k
867162027478684,193,108,84,1,25 a +40k
867162026893339,194,108,85,1,25 a +40k
867162025620808,200,108,91,1,25 a +40k
867162027474923,175,110,64,1,25 a +40k
867162027464692,214,110,103,1,25 a +40k
867162027524693,195,113,81,1,25 a +40k
867162027453729,166,114,51,1,25 a +40k
867162027458306,168,115,52,1,25 a +40k
867162025668492,181,115,65,1,25 a +40k
867162027454594,399,115,283,1,25 a +40k
867162027460153,221,117,103,1,25 a +40k
867162027440684,509,117,391,1,25 a +40k
867162027169085,220,118,101,1,25 a +40k
867162027539642,158,119,38,1,25 a +40k
867162025610452,358,119,238,1,25 a +40k
867162027447622,209,121,87,1,25 a +40k
867162027461946,429,121,307,1,25 a +40k
867162027448695,226,122,103,1,25 a +40k
867162027443688,251,122,128,1,25 a +40k
867162026054825,199,125,73,1,25 a +40k
867162027431741,348,127,220,1,25 a +40k
867162027481548,199,130,68,1,25 a +40k
867162027443399,292,130,161,1,25 a +40k
867162025598244,282,131,150,1,25 a +40k
867162026050971,197,132,64,1,25 a +40k
867162027473040,241,132,108,1,25 a +40k
867162025719121,244,134,109,1,25 a +40k
867162026069518,333,134,198,1,25 a +40k
867162025665001,297,137,159,1,25 a +40k
867162026020438,241,139,101,1,25 a +40k
867162025679564,441,139,301,1,25 a +40k
867162025631714,218,140,77,1,25 a +40k
867162025748757,261,142,118,1,25 a +40k
867162025636762,263,143,119,1,25 a +40k
867162025597592,287,146,140,1,25 a +40k
867162026852137,497,146,350,1,25 a +40k
867162025714742,290,148,141,1,25 a +40k
867162027455146,300,148,151,1,25 a +40k
867162026079186,295,149,145,1,25 a +40k
867162026858365,176,150,25,1,25 a +40k
867162026049536,266,150,115,1,25 a +40k
867162025621681,343,151,191,1,25 a +40k
867162027452374,569,151,417,1,25 a +40k
867162026054502,271,155,115,1,25 a +40k
867162025685074,504,156,347,1,25 a +40k
867162025684911,223,159,63,1,25 a +40k
867162025686429,588,159,428,1,25 a +40k
867162025635806,282,162,119,1,25 a +40k
867162027211135,478,164,313,1,25 a +40k
867162027457019,432,166,265,1,25 a +40k
867162026047233,362,167,194,1,25 a +40k
867162027440098,265,168,96,1,25 a +40k
867162027544626,288,172,115,1,25 a +40k
867162027446087,466,174,291,1,25 a +40k
867162027519388,516,178,337,1,25 a +40k
867162027531631,245,179,65,1,25 a +40k
867162027530302,256,183,72,1,25 a +40k
867162027460955,619,184,434,1,25 a +40k
867162027198696,554,186,367,1,25 a +40k
867162026887695,516,189,326,1,25 a +40k
867162025694472,291,192,98,1,25 a +40k
867162025705310,305,192,112,1,25 a +40k
867162026007443,527,192,334,1,25 a +40k
867162027456847,292,193,98,1,25 a +40k
867162027465244,262,202,59,1,25 a +40k
867162027204544,381,204,176,1,25 a +40k
867162027444983,304,206,97,1,25 a +40k
867162025683590,265,209,55,1,25 a +40k
867162027461110,295,210,84,1,25 a +40k
867162027451194,518,215,302,1,25 a +40k
867162025635426,409,219,189,1,25 a +40k
867162026850727,435,222,212,1,25 a +40k
867162025599127,342,229,112,1,25 a +40k
867162027505247,415,232,182,1,25 a +40k
867162025710666,326,238,87,1,25 a +40k
867162025732124,426,240,185,1,25 a +40k
867162026076646,405,241,163,1,25 a +40k
867162027449396,385,253,131,1,25 a +40k
867162027459841,298,255,42,1,25 a +40k
867162027470590,5,2,1,2,25 a +40k
867162027458363,33,4,27,2,25 a +40k
867162027476225,13,7,4,2,25 a +40k
867162027510262,38,14,22,2,25 a +40k
867162027425479,120,14,104,2,25 a +40k
867162026040899,57,16,39,2,25 a +40k
867162027525658,38,17,19,2,25 a +40k
867162025748997,56,19,35,2,25 a +40k
867162027467224,41,23,16,2,25 a +40k
867162027483478,49,23,24,2,25 a +40k
867162025607904,48,27,19,2,25 a +40k
867162027439652,56,30,24,2,25 a +40k
867162027540517,59,32,25,2,25 a +40k
867162027519990,54,35,17,2,25 a +40k
867162027450329,180,36,142,2,25 a +40k
867162027514009,290,37,251,2,25 a +40k
867162027531359,72,39,31,2,25 a +40k
867162027511435,58,40,16,2,25 a +40k
867162027542927,129,41,86,2,25 a +40k
867162027182062,280,43,235,2,25 a +40k
867162025609850,122,44,76,2,25 a +40k
867162026003988,70,48,20,2,25 a +40k
867162027450808,87,50,35,2,25 a +40k
867162027527720,88,51,35,2,25 a +40k
867162027513324,90,52,36,2,25 a +40k
867162027183946,117,52,63,2,25 a +40k
867162027198803,161,52,107,2,25 a +40k
867162027425693,84,53,29,2,25 a +40k
867162025599101,107,56,49,2,25 a +40k
867162027458108,152,72,78,2,25 a +40k
867162027173285,207,72,133,2,25 a +40k
867162025658568,199,73,124,2,25 a +40k
867162027535137,208,80,126,2,25 a +40k
867162027438753,165,82,81,2,25 a +40k
867162027455179,191,83,106,2,25 a +40k
867162027540228,114,84,28,2,25 a +40k
867162027528975,168,86,80,2,25 a +40k
867162027464486,204,87,115,2,25 a +40k
867162027512649,160,89,69,2,25 a +40k
867162025618265,182,89,91,2,25 a +40k
867162027439330,187,91,94,2,25 a +40k
867162025627050,167,93,72,2,25 a +40k
867162027470319,146,102,42,2,25 a +40k
867162025697202,285,102,181,2,25 a +40k
867162027527332,338,109,227,2,25 a +40k
867162027539865,241,110,129,2,25 a +40k
867162027523968,230,118,110,2,25 a +40k
867162027433010,198,120,76,2,25 a +40k
867162027497536,270,120,148,2,25 a +40k
867162026072462,312,121,189,2,25 a +40k
867162027463462,248,124,122,2,25 a +40k
867162027183979,257,126,129,2,25 a +40k
867162026074021,252,132,118,2,25 a +40k
867162027466549,268,138,128,2,25 a +40k
867162027449651,240,144,94,2,25 a +40k
867162025594011,271,146,123,2,25 a +40k
867162025607748,258,147,109,2,25 a +40k
867162027458488,211,148,61,2,25 a +40k
867162027458546,193,156,35,2,25 a +40k
867162027201805,256,157,97,2,25 a +40k
867162027448091,643,157,484,2,25 a +40k
867162025721903,221,158,61,2,25 a +40k
867162027532555,422,158,262,2,25 a +40k
867162025714395,231,162,67,2,25 a +40k
867162027196807,328,163,163,2,25 a +40k
867162027526417,405,164,239,2,25 a +40k
867162026077875,454,168,284,2,25 a +40k
867162027440759,318,171,145,2,25 a +40k
867162027430321,394,178,214,2,25 a +40k
867162025629197,258,181,75,2,25 a +40k
867162025682741,318,181,135,2,25 a +40k
867162026023341,389,185,202,2,25 a +40k
867162027379569,465,195,268,2,25 a +40k
867162027194018,447,197,248,2,25 a +40k
867162027538354,299,201,96,2,25 a +40k
867162027451061,357,206,149,2,25 a +40k
867162027208206,405,210,193,2,25 a +40k
867162027212968,355,211,142,2,25 a +40k
867162025627043,423,214,207,2,25 a +40k
867162026836932,344,219,123,2,25 a +40k
867162027195072,415,221,192,2,25 a +40k
867162025685793,469,226,241,2,25 a +40k
867162026011734,439,230,207,2,25 a +40k
867162027448893,361,245,114,2,25 a +40k
867162027454362,345,248,95,2,25 a +40k
867162027510957,21,8,10,3,25 a +40k
867162027459114,38,11,24,3,25 a +40k
867162027522002,45,13,29,3,25 a +40k
867162027170414,44,23,18,3,25 a +40k
867162027479799,50,27,20,3,25 a +40k
867162027493550,43,29,11,3,25 a +40k
867162027539295,67,29,35,3,25 a +40k
867162027525369,54,34,17,3,25 a +40k
867162027517234,67,44,20,3,25 a +40k
867162027459163,148,49,96,3,25 a +40k
867162025627712,151,55,93,3,25 a +40k
867162027458124,102,58,41,3,25 a +40k
867162027458082,194,62,129,3,25 a +40k
867162025674219,159,72,84,3,25 a +40k
867162027533702,151,83,65,3,25 a +40k
867162027181502,115,84,28,3,25 a +40k
867162025753450,213,86,124,3,25 a +40k
867162027176718,234,88,143,3,25 a +40k
867162027531961,179,94,82,3,25 a +40k
867162025723180,225,99,123,3,25 a +40k
867162027379221,167,104,60,3,25 a +40k
867162027480698,174,113,58,3,25 a +40k
867162027461714,180,117,60,3,25 a +40k
867162027526193,202,119,80,3,25 a +40k
867162027476688,274,121,150,3,25 a +40k
867162026895540,327,123,201,3,25 a +40k
867162026071589,212,131,78,3,25 a +40k
867162027535640,275,137,135,3,25 a +40k
867162025722992,314,142,169,3,25 a +40k
867162025683582,332,147,182,3,25 a +40k
867162026028027,326,172,151,3,25 a +40k
867162025743881,429,191,235,3,25 a +40k
867162025694944,266,197,66,3,25 a +40k
867162027182500,402,216,183,3,25 a +40k
867162027447176,278,218,57,3,25 a +40k
867162027514488,48,20,24,4,25 a +40k
867162027184332,44,21,19,4,25 a +40k
867162027452960,81,25,52,4,25 a +40k
867162027470202,51,27,20,4,25 a +40k
867162027535491,54,28,22,4,25 a +40k
867162027546019,58,29,25,4,25 a +40k
867162027188887,53,31,18,4,25 a +40k
867162027535715,69,46,19,4,25 a +40k
867162027504950,87,53,30,4,25 a +40k
867162027439843,253,57,192,4,25 a +40k
867162027473776,107,58,45,4,25 a +40k
867162027507904,167,58,105,4,25 a +40k
867162027494137,173,66,103,4,25 a +40k
867162027532597,132,78,50,4,25 a +40k
867162027196682,194,83,107,4,25 a +40k
867162027432533,139,95,40,4,25 a +40k
867162027511559,230,96,130,4,25 a +40k
867162025755711,286,96,186,4,25 a +40k
867162025747197,559,100,455,4,25 a +40k
867162027211101,200,107,89,4,25 a +40k
867162027379460,464,111,349,4,25 a +40k
867162025668039,306,114,188,4,25 a +40k
867162025738121,344,120,220,4,25 a +40k
867162027543503,426,120,302,4,25 a +40k
867162027188788,222,132,86,4,25 a +40k
867162027424860,247,132,111,4,25 a +40k
867162025629270,231,137,90,4,25 a +40k
867162025626011,504,148,352,4,25 a +40k
867162026075879,270,151,115,4,25 a +40k
867162025750597,377,157,216,4,25 a +40k
867162027212653,658,158,496,4,25 a +40k
867162027519305,294,165,125,4,25 a +40k
867162027448638,310,170,136,4,25 a +40k
867162025632084,431,175,252,4,25 a +40k
867162027447721,327,178,145,4,25 a +40k
867162027194851,404,178,222,4,25 a +40k
867162027443514,235,180,51,4,25 a +40k
867162025590613,465,223,238,4,25 a +40k
867162027169135,347,248,95,4,25 a +40k
867162027521236,15,2,8,5,25 a +40k
867162027544485,28,17,6,5,25 a +40k
867162027172931,172,33,134,5,25 a +40k
867162027434083,329,36,288,5,25 a +40k
867162027485663,80,46,29,5,25 a +40k
867162027460484,117,48,64,5,25 a +40k
867162027453125,567,48,514,5,25 a +40k
867162027455039,130,54,71,5,25 a +40k
867162026071290,342,55,282,5,25 a +40k
867162027468123,99,74,20,5,25 a +40k
867162025733031,133,85,43,5,25 a +40k
867162027436054,144,88,51,5,25 a +40k
867162027452218,146,89,52,5,25 a +40k
867162027482702,212,98,109,5,25 a +40k
867162026063404,491,101,385,5,25 a +40k
867162027431543,222,119,98,5,25 a +40k
867162027536507,244,128,111,5,25 a +40k
867162025633678,277,144,128,5,25 a +40k
867162025686163,339,145,189,5,25 a +40k
867162026914119,366,161,200,5,25 a +40k
867162026069971,216,165,46,5,25 a +40k
867162027429992,474,170,299,5,25 a +40k
867162027449503,438,215,218,5,25 a +40k
867162027536044,303,220,78,5,25 a +40k
867162027536879,403,226,172,5,25 a +40k
867162027540483,44,19,19,6,25 a +40k
867162027521319,48,24,18,6,25 a +40k
867162027438621,175,42,127,6,25 a +40k
867162027469675,107,43,58,6,25 a +40k
867162026054593,121,46,69,6,25 a +40k
867162027476555,102,56,40,6,25 a +40k
867162025694225,126,89,31,6,25 a +40k
867162027467869,152,93,53,6,25 a +40k
867162026033621,206,100,100,6,25 a +40k
867162027480086,194,106,82,6,25 a +40k
867162027495126,314,117,191,6,25 a +40k
867162025751801,279,128,145,6,25 a +40k
867162027458199,207,154,47,6,25 a +40k
867162025689811,332,176,150,6,25 a +40k
867162026874883,325,203,116,6,25 a +40k
867162027439793,357,212,139,6,25 a +40k
867162025704024,372,238,128,6,25 a +40k
867162027535061,71,35,29,7,25 a +40k
867162027469717,69,48,14,7,25 a +40k
867162027487479,155,54,94,7,25 a +40k
867162027439991,136,57,72,7,25 a +40k
867162027484187,124,58,59,7,25 a +40k
867162027498658,150,68,75,7,25 a +40k
867162027534767,112,81,24,7,25 a +40k
867162027457761,185,89,89,7,25 a +40k
867162025626045,232,116,109,7,25 a +40k
867162025678673,343,160,176,7,25 a +40k
867162027451095,525,187,331,7,25 a +40k
867162026081455,396,191,198,7,25 a +40k
867162027448588,402,200,195,7,25 a +40k
867162027444041,337,213,117,7,25 a +40k
867162027505684,105,50,47,8,25 a +40k
867162027192863,159,65,86,8,25 a +40k
867162027188044,185,65,112,8,25 a +40k
867162027174077,220,100,112,8,25 a +40k
867162025678608,254,142,104,8,25 a +40k
867162027532431,541,147,386,8,25 a +40k
867162027458330,357,184,165,8,25 a +40k
867162027440692,301,198,95,8,25 a +40k
867162027188549,432,198,226,8,25 a +40k
867162027444744,444,205,231,8,25 a +40k
867162025625039,499,213,278,8,25 a +40k
867162026886978,481,223,250,8,25 a +40k
867162025615527,317,227,82,8,25 a +40k
867162027427061,408,230,170,8,25 a +40k
867162027481258,75,28,38,9,25 a +40k
867162025606625,107,31,67,9,25 a +40k
867162027431535,78,47,22,9,25 a +40k
867162027533355,213,50,154,9,25 a +40k
867162025611773,101,53,39,9,25 a +40k
867162025659798,220,53,158,9,25 a +40k
867162026071712,178,77,92,9,25 a +40k
867162025624008,156,105,42,9,25 a +40k
867162027526367,263,109,145,9,25 a +40k
867162026054692,230,114,107,9,25 a +40k
867162027532258,350,128,213,9,25 a +40k
867162025632860,336,183,144,9,25 a +40k
867162027442722,507,184,314,9,25 a +40k
867162026046698,369,193,167,9,25 a +40k
867162027167790,316,195,112,9,25 a +40k
867162025692831,340,196,135,9,25 a +40k
867162027435205,559,199,351,9,25 a +40k
867162026003525,501,205,287,9,25 a +40k
867162027200211,389,231,149,9,25 a +40k
867162026028167,155,85,60,10,25 a +40k
867162027494715,187,89,88,10,25 a +40k
867162027463801,183,90,83,10,25 a +40k
867162027440262,199,109,80,10,25 a +40k
867162026068254,361,140,211,10,25 a +40k
867162025696659,396,181,205,10,25 a +40k
867162025719709,444,182,252,10,25 a +40k
867162027444173,319,206,103,10,25 a +40k
867162026007872,381,206,165,10,25 a +40k
867162025633348,424,236,178,10,25 a +40k
867162025629171,109,42,56,11,25 a +40k
867162026048827,148,49,88,11,25 a +40k
867162027173327,695,133,551,11,25 a +40k
867162027458793,618,156,451,11,25 a +40k
867162025746306,297,160,126,11,25 a +40k
867162025608415,437,176,250,11,25 a +40k
867162027172352,330,193,126,11,25 a +40k
867162026900985,398,235,152,11,25 a +40k
867162027535913,80,29,39,12,25 a +40k
867162025727652,176,84,80,12,25 a +40k
867162027442458,179,91,76,12,25 a +40k
867162027447440,498,156,330,12,25 a +40k
867162026909762,285,163,110,12,25 a +40k
867162027532571,312,167,133,12,25 a +40k
867162027535624,33,8,12,13,25 a +40k
867162027509405,164,94,57,13,25 a +40k
867162027435122,306,130,163,13,25 a +40k
867162027440973,403,167,223,13,25 a +40k
867162025591702,389,183,193,13,25 a +40k
867162027506401,67,19,34,14,25 a +40k
867162027531060,66,33,19,14,25 a +40k
867162025625138,105,64,27,14,25 a +40k
867162027520923,160,89,57,14,25 a +40k
867162027433911,246,155,77,14,25 a +40k
867162025707159,401,179,208,14,25 a +40k
867162025678657,511,184,313,14,25 a +40k
867162027433655,412,204,194,14,25 a +40k
867162027505874,63,18,30,15,25 a +40k
867162027519149,100,38,47,15,25 a +40k
867162027469964,216,75,126,15,25 a +40k
867162027531433,158,97,46,15,25 a +40k
867162027448422,188,98,75,15,25 a +40k
867162027441070,320,142,163,15,25 a +40k
867162025746066,242,160,67,15,25 a +40k
867162027514918,390,187,188,15,25 a +40k
867162027196922,401,199,187,15,25 a +40k
867162027448174,107,19,72,16,25 a +40k
867162027532324,163,95,52,16,25 a +40k
867162025734286,193,96,81,16,25 a +40k
867162027533629,368,141,211,16,25 a +40k
867162026898627,380,160,204,16,25 a +40k
867162025614355,344,221,107,16,25 a +40k
867162027490523,388,238,134,16,25 a +40k
867162027474139,28,8,3,17,25 a +40k
867162026885723,62,27,18,17,25 a +40k
867162027461474,91,55,19,17,25 a +40k
867162025747098,112,65,30,17,25 a +40k
867162027491232,176,98,61,17,25 a +40k
867162025627134,433,103,313,17,25 a +40k
867162026065607,539,138,384,17,25 a +40k
867162027506732,347,143,187,17,25 a +40k
867162027189638,514,153,344,17,25 a +40k
867162027456029,399,188,194,17,25 a +40k
867162027439603,403,216,170,17,25 a +40k
867162027515915,66,33,15,18,25 a +40k
867162026909069,738,80,640,18,25 a +40k
867162027531979,188,109,61,18,25 a +40k
867162027432475,120,46,55,19,25 a +40k
867162025753708,123,50,54,19,25 a +40k
867162027202852,112,54,39,19,25 a +40k
867162025677766,108,63,26,19,25 a +40k
867162027520618,155,74,62,19,25 a +40k
867162025746793,357,126,212,19,25 a +40k
867162027526532,573,135,419,19,25 a +40k
867162025661406,193,142,32,19,25 a +40k
867162027473289,267,146,102,19,25 a +40k
867162027203439,332,215,98,19,25 a +40k
867162027430941,86,19,47,20,25 a +40k
867162027462233,238,87,131,20,25 a +40k
867162027500263,536,126,390,20,25 a +40k
867162026045997,299,129,150,20,25 a +40k
867162027458660,503,161,322,20,25 a +40k
867162026925693,375,244,111,20,25 a +40k
867162027534866,52,3,28,21,25 a +40k
867162027493923,112,25,66,21,25 a +40k
867162025683079,134,62,51,21,25 a +40k
867162027183789,289,145,123,21,25 a +40k
867162027493089,304,186,97,21,25 a +40k
867162027439413,406,241,144,21,25 a +40k
867162027535673,120,38,60,22,25 a +40k
867162027517879,135,51,62,22,25 a +40k
867162027526854,175,94,59,22,25 a +40k
867162027439215,353,111,220,22,25 a +40k
867162025608274,347,195,130,22,25 a +40k
867162027542968,98,26,49,23,25 a +40k
867162025753054,185,84,78,23,25 a +40k
867162025665175,193,123,47,23,25 a +40k
867162027518810,315,148,144,23,25 a +40k
867162027532126,165,89,52,24,25 a +40k
867162027462035,361,156,181,24,25 a +40k
867162027179944,85,34,26,25,25 a +40k
867162026877902,449,97,327,25,25 a +40k
867162025635301,162,100,37,25,25 a +40k
867162025684747,283,116,142,25,25 a +40k
867162026029132,253,133,95,25,25 a +40k
867162027178433,514,142,347,25,25 a +40k
867162027473883,276,156,95,25,25 a +40k
867162027454271,298,167,106,25,25 a +40k
867162026036525,357,182,150,25,25 a +40k
867162025755174,439,120,293,26,25 a +40k
867162027539626,153,64,62,27,25 a +40k
867162026081133,200,76,97,27,25 a +40k
867162026038406,217,76,114,27,25 a +40k
867162027465590,217,80,110,27,25 a +40k
867162027501733,457,162,268,27,25 a +40k
867162025612250,368,181,160,27,25 a +40k
867162027544857,439,218,194,27,25 a +40k
867162027504299,68,18,22,28,25 a +40k
867162027201144,91,29,34,28,25 a +40k
867162027437987,152,49,75,28,25 a +40k
867162027471101,153,86,39,28,25 a +40k
867162026013532,132,44,59,29,25 a +40k
867162027540806,258,112,117,29,25 a +40k
867162027447150,267,140,98,29,25 a +40k
867162027536804,264,139,95,30,25 a +40k
867162027425263,346,179,137,30,25 a +40k
867162025601295,122,61,30,31,25 a +40k
867162025757469,124,51,41,32,25 a +40k
867162027523133,125,69,24,32,25 a +40k
867162026866525,257,99,126,32,25 a +40k
867162027428325,299,154,113,32,25 a +40k
